Date of Travel,City,Company,KM Travelled,Price Charged,Cost of Trip,Population,Users,Number of Males,Payments by Cash,Number of Females,Payments by Card,Average Income
2016-05-22,AUSTIN TX,Yellow Cab,30.66,762.19,393.9192,698371,14978,0,0,2,2,9924.0
2016-05-22,BOSTON MA,Pink Cab,93.28,1045.97,1064.441,248968,80021,2,2,3,3,12642.0
2016-05-22,BOSTON MA,Yellow Cab,924.18,14646.16,12439.9848,248968,80021,21,15,17,23,12794.315789473685
2016-05-22,CHICAGO IL,Pink Cab,221.33,2828.82,2415.762,1955130,164468,4,3,4,5,19922.5
2016-05-22,CHICAGO IL,Yellow Cab,1433.31,25772.09,19081.56,1955130,164468,44,22,22,44,11765.59090909091
2016-05-22,DALLAS TX,Yellow Cab,160.05,5113.7699999999995,2180.004,942908,22157,6,3,3,6,17219.333333333332
2016-05-22,DENVER CO,Pink Cab,41.8,437.71,501.6,754233,12421,0,1,1,0,25538.0
2016-05-22,DENVER CO,Yellow Cab,80.27,2125.46,1075.53,754233,12421,2,3,2,1,11927.5
2016-05-22,LOS ANGELES CA,Pink Cab,634.42,8069.68,6855.528,1595037,144132,16,7,11,20,11158.925925925925
2016-05-22,LOS ANGELES CA,Yellow Cab,683.26,14242.710000000001,8895.732,1595037,144132,19,14,15,20,13659.35294117647
2016-05-22,MIAMI FL,Pink Cab,56.36,573.88,641.232,1339155,17675,2,0,0,2,5991.5
2016-05-22,MIAMI FL,Yellow Cab,129.29999999999998,3477.2,1670.9892,1339155,17675,2,4,5,3,12818.0
2016-05-22,NASHVILLE TN,Pink Cab,12.530000000000001,126.78,135.765,327225,9270,0,0,2,2,13131.0
2016-05-22,NASHVILLE TN,Yellow Cab,38.42,774.48,512.6351999999999,327225,9270,0,1,2,1,7716.5
2016-05-22,NEW YORK NY,Pink Cab,170.78,2030.13,1898.733,8405837,302149,4,3,2,3,10538.5
2016-05-22,NEW YORK NY,Yellow Cab,2577.3,87654.36,34116.0804,8405837,302149,70,47,51,74,15753.099173553719
2016-05-22,ORANGE COUNTY,Pink Cab,38.0,597.39,433.2,1030185,12994,0,0,1,1,11457.0
2016-05-22,ORANGE COUNTY,Yellow Cab,27.65,851.9399999999999,391.524,1030185,12994,1,0,1,2,10699.0
2016-05-22,PHOENIX AZ,Pink Cab,48.629999999999995,593.98,564.18,943999,6133,1,0,1,2,9981.0
2016-05-22,PITTSBURGH PA,Pink Cab,2.32,30.44,25.984,542085,3643,0,0,1,1,13255.0
2016-05-22,PITTSBURGH PA,Yellow Cab,28.5,655.11,348.84,542085,3643,1,0,0,1,22910.0
2016-05-22,SACRAMENTO CA,Pink Cab,39.04,659.3599999999999,424.96000000000004,545776,7044,1,1,1,1,8801.0
2016-05-22,SACRAMENTO CA,Yellow Cab,28.8,500.23,376.704,545776,7044,0,1,1,0,13943.0
2016-05-22,SAN DIEGO CA,Pink Cab,410.22,5640.18,4415.107,959307,69995,7,7,11,11,18422.11111111111
2016-05-22,SAN DIEGO CA,Yellow Cab,247.17,5242.72,3265.554,959307,69995,7,3,4,8,13942.454545454546
2016-05-22,SEATTLE WA,Pink Cab,33.9,393.64000000000004,357.65999999999997,671238,25063,1,2,1,0,21181.0
2016-05-22,SEATTLE WA,Yellow Cab,185.24,3666.75,2440.3356,671238,25063,7,4,2,5,17179.666666666668
2016-05-22,SILICON VALLEY,Pink Cab,92.01,1187.92,1022.703,1177609,27247,3,1,2,4,18402.6
2016-05-22,SILICON VALLEY,Yellow Cab,219.12,6266.22,2936.2008,1177609,27247,5,3,6,8,17319.81818181818
2016-05-22,WASHINGTON DC,Pink Cab,61.39,682.6,697.034,418859,127001,2,3,2,1,9418.25
2016-05-22,WASHINGTON DC,Yellow Cab,987.91,20662.77,12905.3832,418859,127001,30,23,19,26,14873.510204081633
2016-05-23,ATLANTA GA,Yellow Cab,22.77,437.07,316.3644,814885,24701,0,0,2,2,13905.0
2016-05-23,AUSTIN TX,Yellow Cab,23.0,560.24,320.16,698371,14978,0,0,1,1,5658.0
2016-05-23,BOSTON MA,Pink Cab,114.28999999999999,1180.78,1276.949,248968,80021,3,0,1,4,10391.25
2016-05-23,BOSTON MA,Yellow Cab,158.2,2202.21,2103.252,248968,80021,1,4,6,3,22013.14285714286
2016-05-23,CHICAGO IL,Pink Cab,59.24,686.38,692.076,1955130,164468,1,0,1,2,9683.5
2016-05-23,CHICAGO IL,Yellow Cab,500.66,8638.88,6744.397199999999,1955130,164468,8,14,12,6,18365.35
2016-05-23,DALLAS TX,Pink Cab,39.2,608.54,458.64,942908,22157,1,1,0,0,10655.0
2016-05-23,DALLAS TX,Yellow Cab,116.11,3212.36,1570.5348,942908,22157,1,0,3,4,17332.75
2016-05-23,DENVER CO,Pink Cab,26.46,331.29,296.352,754233,12421,0,0,1,1,6988.0
2016-05-23,DENVER CO,Yellow Cab,21.42,450.8,259.6104,754233,12421,1,0,0,1,27477.0
2016-05-23,LOS ANGELES CA,Pink Cab,276.51,3364.5699999999997,2978.277,1595037,144132,6,3,3,6,9383.222222222223
2016-05-23,LOS ANGELES CA,Yellow Cab,301.4,5581.66,4064.1816000000003,1595037,144132,7,4,3,6,12884.8
2016-05-23,NASHVILLE TN,Pink Cab,24.15,229.26,282.555,327225,9270,0,0,1,1,31443.0
2016-05-23,NEW YORK NY,Pink Cab,24.72,298.75,249.672,8405837,302149,1,0,0,1,3831.0
2016-05-23,NEW YORK NY,Yellow Cab,438.94,14749.66,5713.8732,8405837,302149,15,6,8,17,12024.826086956522
2016-05-23,ORANGE COUNTY,Pink Cab,35.26,365.04999999999995,413.83799999999997,1030185,12994,1,0,1,2,14482.5
2016-05-23,ORANGE COUNTY,Yellow Cab,49.099999999999994,931.28,635.3208,1030185,12994,1,2,1,0,7018.0
2016-05-23,SACRAMENTO CA,Pink Cab,38.71,548.99,443.807,545776,7044,2,2,0,0,25339.0
2016-05-23,SACRAMENTO CA,Yellow Cab,44.84,831.92,559.6032,545776,7044,1,1,0,0,17384.0
2016-05-23,SAN DIEGO CA,Pink Cab,47.93,582.02,533.5,959307,69995,3,2,0,1,16457.0
2016-05-23,SAN DIEGO CA,Yellow Cab,105.99,1855.15,1467.9564,959307,69995,3,3,2,2,18238.4
2016-05-23,SEATTLE WA,Pink Cab,58.08,643.19,662.4749999999999,671238,25063,2,1,0,1,7327.0
2016-05-23,SILICON VALLEY,Pink Cab,27.72,310.84,313.236,1177609,27247,1,0,0,1,3075.0
2016-05-23,SILICON VALLEY,Yellow Cab,40.85,1025.45,500.004,1177609,27247,0,1,2,1,10602.5
2016-05-23,WASHINGTON DC,Pink Cab,15.47,140.2,160.888,418859,127001,0,1,1,0,19168.0
2016-05-23,WASHINGTON DC,Yellow Cab,563.04,10586.210000000001,7440.3864,418859,127001,12,6,10,16,13981.5
2016-05-24,ATLANTA GA,Pink Cab,23.28,231.31,256.08,814885,24701,0,1,1,0,22109.0
2016-05-24,ATLANTA GA,Yellow Cab,51.86,1044.54,672.7824,814885,24701,2,1,1,2,16320.0
2016-05-24,AUSTIN TX,Pink Cab,23.75,260.17,254.125,698371,14978,0,1,1,0,22087.0
2016-05-24,AUSTIN TX,Yellow Cab,49.519999999999996,1197.84,702.912,698371,14978,1,1,1,1,19489.5
2016-05-24,BOSTON MA,Pink Cab,8.08,76.46,84.032,248968,80021,0,0,1,1,14938.0
2016-05-24,BOSTON MA,Yellow Cab,241.57,3317.4700000000003,3206.3724,248968,80021,4,7,7,4,11566.636363636364
2016-05-24,CHICAGO IL,Pink Cab,50.239999999999995,547.22,592.912,1955130,164468,1,2,1,0,13627.5
2016-05-24,CHICAGO IL,Yellow Cab,458.83,7606.360000000001,6029.31,1955130,164468,13,9,8,12,16690.95238095238
2016-05-24,DALLAS TX,Pink Cab,42.11,457.70000000000005,490.34499999999997,942908,22157,1,1,1,1,21880.0
2016-05-24,DALLAS TX,Yellow Cab,3.06,69.99,37.4544,942908,22157,0,0,1,1,18000.0
2016-05-24,DENVER CO,Pink Cab,43.88,490.95000000000005,450.438,754233,12421,1,0,1,2,10013.0
2016-05-24,DENVER CO,Yellow Cab,38.88,826.7,559.872,754233,12421,0,0,1,1,5574.0
2016-05-24,LOS ANGELES CA,Pink Cab,105.8,1254.41,1199.712,1595037,144132,2,2,1,1,9394.666666666666
2016-05-24,LOS ANGELES CA,Yellow Cab,241.13,4557.02,3201.5076,1595037,144132,6,4,4,6,17798.0
2016-05-24,MIAMI FL,Pink Cab,49.52,433.63,528.113,1339155,17675,1,0,1,2,13983.5
2016-05-24,MIAMI FL,Yellow Cab,42.48,963.78,509.76,1339155,17675,1,0,0,1,16275.0
2016-05-24,NASHVILLE TN,Pink Cab,57.09,584.75,630.201,327225,9270,2,0,1,3,21998.0
2016-05-24,NASHVILLE TN,Yellow Cab,19.72,238.87,269.7696,327225,9270,1,0,0,1,17792.0
2016-05-24,NEW YORK NY,Pink Cab,19.8,263.04,205.92,8405837,302149,1,0,0,1,27207.0
2016-05-24,NEW YORK NY,Yellow Cab,418.19,13199.94,5654.8344,8405837,302149,10,7,7,10,12983.64705882353
2016-05-24,ORANGE COUNTY,Yellow Cab,4.8,99.94,57.6,1030185,12994,1,1,0,0,24859.0
2016-05-24,SACRAMENTO CA,Pink Cab,35.2,537.37,369.6,545776,7044,1,0,0,1,20692.0
2016-05-24,SACRAMENTO CA,Yellow Cab,17.28,245.48,230.1696,545776,7044,1,0,0,1,14540.0
2016-05-24,SAN DIEGO CA,Pink Cab,175.51,2330.12,1937.551,959307,69995,5,2,1,4,14977.333333333334
2016-05-24,SAN DIEGO CA,Yellow Cab,47.739999999999995,932.53,648.3792,959307,69995,2,1,0,1,18036.0
2016-05-24,SEATTLE WA,Pink Cab,28.57,304.15,339.983,671238,25063,2,1,0,1,17210.0
2016-05-24,SEATTLE WA,Yellow Cab,49.16,793.4100000000001,676.752,671238,25063,1,1,1,1,9416.5
2016-05-24,SILICON VALLEY,Pink Cab,51.17,691.7,605.223,1177609,27247,2,1,0,1,22839.5
2016-05-24,SILICON VALLEY,Yellow Cab,28.5,671.95,400.14,1177609,27247,1,0,0,1,5927.0
2016-05-24,TUCSON AZ,Pink Cab,2.16,21.8,23.112,631442,5712,0,1,1,0,14422.0
2016-05-24,TUCSON AZ,Yellow Cab,36.04,517.81,458.4288,631442,5712,0,1,1,0,24768.0
2016-05-24,WASHINGTON DC,Pink Cab,39.52,408.78,414.96,418859,127001,1,0,0,1,5434.0
2016-05-24,WASHINGTON DC,Yellow Cab,390.11,8054.98,5142.6876,418859,127001,15,9,3,9,14285.222222222223
2016-05-25,ATLANTA GA,Pink Cab,34.41,366.31,399.156,814885,24701,0,1,1,0,15820.0
2016-05-25,ATLANTA GA,Yellow Cab,48.379999999999995,1020.34,670.272,814885,24701,0,0,2,2,9007.0
2016-05-25,AUSTIN TX,Yellow Cab,107.84,2092.63,1361.4336,698371,14978,2,2,1,1,5513.0
2016-05-25,BOSTON MA,Pink Cab,32.64,375.77,365.568,248968,80021,0,0,1,1,16621.0
2016-05-25,BOSTON MA,Yellow Cab,325.78,4643.91,4246.5708,248968,80021,7,6,5,6,15246.583333333334
2016-05-25,CHICAGO IL,Pink Cab,117.13,1424.67,1281.51,1955130,164468,1,2,4,3,15349.4
2016-05-25,CHICAGO IL,Yellow Cab,515.9499999999999,8173.86,6782.1528,1955130,164468,19,10,5,14,14584.958333333334
2016-05-25,DALLAS TX,Pink Cab,35.13,516.54,402.634,942908,22157,1,1,1,1,20230.5
2016-05-25,DALLAS TX,Yellow Cab,67.29,1883.96,939.7776,942908,22157,3,2,0,1,13293.666666666666
2016-05-25,DENVER CO,Pink Cab,61.16,685.39,651.376,754233,12421,1,1,1,1,11800.5
2016-05-25,LOS ANGELES CA,Pink Cab,162.81,1752.6599999999999,1750.574,1595037,144132,5,6,3,2,11104.625
2016-05-25,LOS ANGELES CA,Yellow Cab,288.44,5330.8,3857.3328,1595037,144132,5,2,6,9,16326.272727272728
2016-05-25,NEW YORK NY,Pink Cab,103.11,1271.77,1122.781,8405837,302149,3,3,1,1,14989.0
2016-05-25,NEW YORK NY,Yellow Cab,560.72,16478.91,7335.684,8405837,302149,22,9,9,22,14375.612903225807
2016-05-25,ORANGE COUNTY,Yellow Cab,149.82999999999998,4009.8,1885.5108,1030185,12994,4,2,2,4,21730.333333333332
2016-05-25,PHOENIX AZ,Yellow Cab,42.41,937.36,542.7252,943999,6133,2,1,1,2,9099.666666666666
2016-05-25,PITTSBURGH PA,Yellow Cab,37.08,452.59,520.6032,542085,3643,0,0,1,1,14646.0
2016-05-25,SACRAMENTO CA,Pink Cab,11.22,169.73,133.518,545776,7044,1,1,0,0,19078.0
2016-05-25,SACRAMENTO CA,Yellow Cab,34.98,564.94,474.3288,545776,7044,0,0,1,1,24235.0
2016-05-25,SAN DIEGO CA,Pink Cab,102.34,1238.1100000000001,1130.3400000000001,959307,69995,4,3,1,2,16291.4
2016-05-25,SAN DIEGO CA,Yellow Cab,158.5,2867.3199999999997,2125.986,959307,69995,5,4,3,4,10897.375
2016-05-25,SEATTLE WA,Pink Cab,39.9,437.5,438.9,671238,25063,1,0,0,1,14656.0
2016-05-25,SILICON VALLEY,Pink Cab,68.84,869.97,725.328,1177609,27247,0,1,2,1,13380.5
2016-05-25,SILICON VALLEY,Yellow Cab,45.09,1311.99,614.4336,1177609,27247,2,0,1,3,13938.333333333334
2016-05-25,WASHINGTON DC,Pink Cab,19.04,288.15,207.536,418859,127001,1,1,0,0,18391.0
2016-05-25,WASHINGTON DC,Yellow Cab,527.54,11427.65,6876.1332,418859,127001,13,12,9,10,15556.40909090909
2016-05-26,ATLANTA GA,Pink Cab,5.45,53.6,61.585,814885,24701,0,0,1,1,2615.0
2016-05-26,ATLANTA GA,Yellow Cab,77.07,1544.25,976.626,814885,24701,2,3,1,0,7637.666666666667
2016-05-26,AUSTIN TX,Pink Cab,35.7,531.67,403.41,698371,14978,1,1,0,0,19500.0
2016-05-26,BOSTON MA,Pink Cab,71.35000000000001,752.22,790.347,248968,80021,1,1,3,3,12956.75
2016-05-26,BOSTON MA,Yellow Cab,221.65,3142.88,2887.848,248968,80021,7,2,2,7,18954.0
2016-05-26,CHICAGO IL,Pink Cab,161.09,1975.8,1751.263,1955130,164468,4,1,3,6,16373.714285714286
2016-05-26,CHICAGO IL,Yellow Cab,572.31,9427.13,7600.0416,1955130,164468,15,9,10,16,14014.92
2016-05-26,DALLAS TX,Pink Cab,20.71,297.91,217.455,942908,22157,0,0,1,1,3850.0
2016-05-26,DALLAS TX,Yellow Cab,76.9,2228.5,992.7072,942908,22157,1,1,3,3,10789.5
2016-05-26,DENVER CO,Pink Cab,12.87,148.31,151.866,754233,12421,1,1,0,0,6792.0
2016-05-26,LOS ANGELES CA,Pink Cab,246.33,2609.54,2669.236,1595037,144132,6,3,3,6,13711.444444444445
2016-05-26,LOS ANGELES CA,Yellow Cab,316.2,5815.5,4185.9576,1595037,144132,10,7,7,10,13680.70588235294
2016-05-26,NASHVILLE TN,Pink Cab,49.83,496.55,532.92,327225,9270,2,1,1,2,22180.0
2016-05-26,NASHVILLE TN,Yellow Cab,2.91,56.63,40.158,327225,9270,1,1,0,0,5216.0
2016-05-26,NEW YORK NY,Pink Cab,163.78,2043.54,1838.51,8405837,302149,3,2,2,3,16076.4
2016-05-26,NEW YORK NY,Yellow Cab,789.1899999999999,24041.69,10465.9668,8405837,302149,24,22,18,20,15352.404761904761
2016-05-26,ORANGE COUNTY,Pink Cab,6.79,77.59,71.295,1030185,12994,1,0,0,1,12128.0
2016-05-26,PITTSBURGH PA,Yellow Cab,44.46,525.72,586.872,542085,3643,0,0,1,1,7433.0
2016-05-26,SACRAMENTO CA,Pink Cab,16.95,225.83,188.145,545776,7044,0,1,1,0,10894.0
2016-05-26,SAN DIEGO CA,Pink Cab,139.55,1759.05,1484.788,959307,69995,3,2,4,5,13307.57142857143
2016-05-26,SAN DIEGO CA,Yellow Cab,37.2,623.9,477.648,959307,69995,0,0,1,1,2452.0
2016-05-26,SEATTLE WA,Pink Cab,66.96000000000001,689.54,753.544,671238,25063,3,1,0,2,11858.0
2016-05-26,SEATTLE WA,Yellow Cab,99.32000000000001,1572.03,1232.328,671238,25063,4,3,1,2,15431.2
2016-05-26,SILICON VALLEY,Pink Cab,65.17,827.87,718.357,1177609,27247,3,0,2,5,20962.4
2016-05-26,SILICON VALLEY,Yellow Cab,55.39,1648.46,696.0876,1177609,27247,2,0,0,2,12064.0
2016-05-26,TUCSON AZ,Yellow Cab,39.2,711.56,517.44,631442,5712,1,0,0,1,16988.0
2016-05-26,WASHINGTON DC,Yellow Cab,623.76,13560.35,8207.3304,418859,127001,14,9,10,15,15835.458333333334
2016-05-27,ATLANTA GA,Yellow Cab,93.13000000000001,2030.37,1258.4664,814885,24701,2,3,2,1,15714.0
2016-05-27,AUSTIN TX,Pink Cab,3.09,45.58,36.771,698371,14978,1,0,0,1,29009.0
2016-05-27,AUSTIN TX,Yellow Cab,56.06,1127.47,746.9052,698371,14978,2,1,1,2,14124.666666666666
2016-05-27,BOSTON MA,Pink Cab,26.88,321.59,301.056,248968,80021,0,0,1,1,9536.0
2016-05-27,BOSTON MA,Yellow Cab,277.46,4059.63,3602.9412,248968,80021,5,2,6,9,14655.545454545454
2016-05-27,CHICAGO IL,Pink Cab,149.28,1843.03,1617.411,1955130,164468,5,1,2,6,10031.42857142857
2016-05-27,CHICAGO IL,Yellow Cab,754.48,12569.48,9841.044,1955130,164468,19,17,12,14,14464.161290322581
2016-05-27,DALLAS TX,Yellow Cab,93.61,2574.3900000000003,1187.7384,942908,22157,1,3,3,1,12324.0
2016-05-27,DENVER CO,Pink Cab,31.5,340.54,352.8,754233,12421,1,0,0,1,4364.0
2016-05-27,LOS ANGELES CA,Pink Cab,265.28,2820.35,2881.125,1595037,144132,7,4,4,7,16525.909090909092
2016-05-27,LOS ANGELES CA,Yellow Cab,360.1,6614.23,4766.736,1595037,144132,10,7,9,12,16227.526315789473
2016-05-27,MIAMI FL,Yellow Cab,29.919999999999998,776.89,414.144,1339155,17675,2,0,0,2,21857.0
2016-05-27,NASHVILLE TN,Pink Cab,15.12,146.88,154.224,327225,9270,0,0,1,1,13310.0
2016-05-27,NEW YORK NY,Pink Cab,209.91,2545.85,2265.787,8405837,302149,8,4,2,6,19230.0
2016-05-27,NEW YORK NY,Yellow Cab,1020.13,30747.49,13260.3024,8405837,302149,23,19,18,22,14046.512195121952
2016-05-27,ORANGE COUNTY,Pink Cab,25.08,296.05,265.848,1030185,12994,0,0,1,1,10922.0
2016-05-27,ORANGE COUNTY,Yellow Cab,18.18,411.58,242.1576,1030185,12994,1,1,0,0,24771.0
2016-05-27,PHOENIX AZ,Pink Cab,40.4,405.84,460.56,943999,6133,1,1,0,0,22191.0
2016-05-27,PITTSBURGH PA,Pink Cab,34.5,436.34,400.2,542085,3643,0,0,1,1,22942.0
2016-05-27,PITTSBURGH PA,Yellow Cab,62.45,824.1700000000001,805.02,542085,3643,2,0,0,2,10091.0
2016-05-27,SAN DIEGO CA,Pink Cab,187.42000000000002,2243.25,2052.36,959307,69995,2,2,4,4,13302.666666666666
2016-05-27,SAN DIEGO CA,Yellow Cab,171.81,3326.01,2266.368,959307,69995,3,1,4,6,12316.142857142857
2016-05-27,SEATTLE WA,Pink Cab,5.95,58.21,66.045,671238,25063,0,0,1,1,23171.0
2016-05-27,SEATTLE WA,Yellow Cab,13.13,213.33,176.4672,671238,25063,1,0,0,1,21386.0
2016-05-27,SILICON VALLEY,Pink Cab,5.82,71.46,61.692,1177609,27247,0,1,1,0,4717.0
2016-05-27,SILICON VALLEY,Yellow Cab,28.16,751.1500000000001,394.84319999999997,1177609,27247,1,1,1,1,11455.0
2016-05-27,TUCSON AZ,Yellow Cab,31.04,632.3,402.2784,631442,5712,1,1,0,0,21239.0
2016-05-27,WASHINGTON DC,Pink Cab,92.9,1350.6399999999999,1002.438,418859,127001,3,1,1,3,13769.25
2016-05-27,WASHINGTON DC,Yellow Cab,447.79,9578.18,5751.8844,418859,127001,10,10,10,10,12390.05
2016-05-28,ATLANTA GA,Pink Cab,60.04,715.09,670.814,814885,24701,2,1,1,2,13027.333333333334
2016-05-28,ATLANTA GA,Yellow Cab,163.41,3825.02,2174.1972,814885,24701,3,3,4,4,14924.285714285714
2016-05-28,AUSTIN TX,Yellow Cab,72.71000000000001,1754.25,931.7016,698371,14978,1,1,2,2,14793.666666666666
2016-05-28,BOSTON MA,Pink Cab,119.72,1627.22,1310.678,248968,80021,5,3,1,3,13632.333333333334
2016-05-28,BOSTON MA,Yellow Cab,710.75,10828.86,9510.216,248968,80021,21,10,14,25,13693.8
2016-05-28,CHICAGO IL,Pink Cab,153.18,1867.82,1625.924,1955130,164468,4,6,5,3,8721.444444444445
2016-05-28,CHICAGO IL,Yellow Cab,1424.35,26349.96,18992.0748,1955130,164468,46,22,26,50,13896.583333333334
2016-05-28,DALLAS TX,Yellow Cab,121.33,3515.2,1561.6008,942908,22157,3,3,2,2,14228.2
2016-05-28,DENVER CO,Yellow Cab,61.989999999999995,1372.05,854.0808,754233,12421,2,3,2,1,12272.5
2016-05-28,LOS ANGELES CA,Pink Cab,735.29,9303.14,8157.954,1595037,144132,20,14,16,22,15640.277777777777
2016-05-28,LOS ANGELES CA,Yellow Cab,1222.07,23444.75,16237.2444,1595037,144132,26,20,23,29,14270.0
2016-05-28,MIAMI FL,Yellow Cab,52.67,1159.94,704.0868,1339155,17675,1,0,1,2,17887.0
2016-05-28,NASHVILLE TN,Pink Cab,61.86,831.1300000000001,638.566,327225,9270,1,0,1,2,10045.5
2016-05-28,NASHVILLE TN,Yellow Cab,30.349999999999998,607.0699999999999,402.762,327225,9270,2,1,1,2,14408.666666666666
2016-05-28,NEW YORK NY,Pink Cab,230.19,2901.0699999999997,2655.561,8405837,302149,4,6,6,4,15144.3
2016-05-28,NEW YORK NY,Yellow Cab,2574.8,76047.79,33783.8208,8405837,302149,71,43,41,69,15642.419642857143
2016-05-28,ORANGE COUNTY,Yellow Cab,93.5,2861.15,1187.748,1030185,12994,1,2,3,2,17124.25
2016-05-28,PHOENIX AZ,Yellow Cab,84.10000000000001,1684.12,1110.4607999999998,943999,6133,3,0,0,3,5263.666666666667
2016-05-28,PITTSBURGH PA,Yellow Cab,4.8,60.8,67.392,542085,3643,1,0,0,1,20216.0
2016-05-28,SACRAMENTO CA,Pink Cab,29.61,453.96999999999997,346.926,545776,7044,1,0,1,2,13641.5
2016-05-28,SACRAMENTO CA,Yellow Cab,35.89,877.45,490.9752,545776,7044,0,0,1,1,9090.0
2016-05-28,SAN DIEGO CA,Pink Cab,221.41,3006.79,2452.014,959307,69995,10,6,4,8,10741.42857142857
2016-05-28,SAN DIEGO CA,Yellow Cab,259.55,4935.97,3428.8272,959307,69995,9,5,5,9,15717.5
2016-05-28,SEATTLE WA,Pink Cab,109.78,1288.71,1266.314,671238,25063,3,3,3,3,16805.333333333332
2016-05-28,SEATTLE WA,Yellow Cab,162.88,2912.91,2168.7468,671238,25063,5,3,2,4,9807.857142857143
2016-05-28,SILICON VALLEY,Pink Cab,224.69,3130.74,2436.397,1177609,27247,5,2,5,8,17438.9
2016-05-28,SILICON VALLEY,Yellow Cab,132.02,3794.42,1745.0448,1177609,27247,3,0,1,4,27654.0
2016-05-28,TUCSON AZ,Yellow Cab,49.050000000000004,1043.77,682.434,631442,5712,1,3,2,0,21756.333333333332
2016-05-28,WASHINGTON DC,Pink Cab,73.84,1148.0900000000001,863.495,418859,127001,0,4,5,1,18623.6
2016-05-28,WASHINGTON DC,Yellow Cab,1738.27,36438.79,22643.6856,418859,127001,41,22,33,52,15357.054054054053
2016-05-29,ATLANTA GA,Pink Cab,34.65,412.29,384.615,814885,24701,0,0,1,1,5621.0
2016-05-29,ATLANTA GA,Yellow Cab,228.0,5799.79,2944.2036,814885,24701,3,2,6,7,13466.777777777777
2016-05-29,AUSTIN TX,Pink Cab,42.12,650.95,454.896,698371,14978,1,1,0,0,20459.0
2016-05-29,AUSTIN TX,Yellow Cab,65.45,1939.94,844.326,698371,14978,0,1,2,1,17294.5
2016-05-29,BOSTON MA,Pink Cab,123.02000000000001,1789.49,1380.6200000000001,248968,80021,5,2,1,4,19152.833333333332
2016-05-29,BOSTON MA,Yellow Cab,768.14,11631.51,9918.9444,248968,80021,17,7,15,25,16360.0
2016-05-29,CHICAGO IL,Pink Cab,302.85,4059.0099999999998,3396.469,1955130,164468,8,5,4,7,17621.75
2016-05-29,CHICAGO IL,Yellow Cab,1501.09,29805.760000000002,19553.5236,1955130,164468,37,28,24,33,15753.786885245901
2016-05-29,DALLAS TX,Pink Cab,70.75999999999999,763.59,768.732,942908,22157,2,1,0,1,7937.0
2016-05-29,DALLAS TX,Yellow Cab,141.76,4361.54,1833.528,942908,22157,5,5,2,2,23605.14285714286
2016-05-29,DENVER CO,Pink Cab,41.98,518.53,460.822,754233,12421,0,0,2,2,21281.5
2016-05-29,DENVER CO,Yellow Cab,28.34,639.48,340.08,754233,12421,0,1,1,0,21236.0
2016-05-29,LOS ANGELES CA,Pink Cab,472.3,6423.87,5128.402,1595037,144132,10,9,12,13,17959.954545454544
2016-05-29,LOS ANGELES CA,Yellow Cab,939.9399999999999,18662.23,12429.4344,1595037,144132,18,16,19,21,13397.702702702703
2016-05-29,MIAMI FL,Pink Cab,12.74,120.84,127.4,1339155,17675,1,1,0,0,10161.0
2016-05-29,MIAMI FL,Yellow Cab,77.78,1711.9,1031.7456,1339155,17675,2,1,1,2,16100.333333333334
2016-05-29,NASHVILLE TN,Yellow Cab,48.150000000000006,1050.45,651.7583999999999,327225,9270,1,0,1,2,13924.5
2016-05-29,NEW YORK NY,Pink Cab,190.75,2420.89,2017.989,8405837,302149,5,5,8,8,15268.538461538461
2016-05-29,NEW YORK NY,Yellow Cab,2018.49,59883.94,26514.4908,8405837,302149,50,33,41,58,15876.538461538461
2016-05-29,ORANGE COUNTY,Yellow Cab,17.28,412.7,238.464,1030185,12994,1,0,0,1,6008.0
2016-05-29,PHOENIX AZ,Pink Cab,80.0,928.07,889.2080000000001,943999,6133,2,1,1,2,13250.0
2016-05-29,PHOENIX AZ,Yellow Cab,40.71,802.22,516.2544,943999,6133,1,1,2,2,12727.333333333334
2016-05-29,SACRAMENTO CA,Pink Cab,27.37,411.35,292.537,545776,7044,2,0,0,2,13129.5
2016-05-29,SAN DIEGO CA,Pink Cab,438.63,6219.01,4930.654,959307,69995,9,10,7,6,15325.6875
2016-05-29,SAN DIEGO CA,Yellow Cab,247.52,4899.59,3246.2796,959307,69995,9,3,4,10,17999.23076923077
2016-05-29,SEATTLE WA,Pink Cab,68.16,888.1400000000001,684.456,671238,25063,3,1,0,2,16973.333333333332
2016-05-29,SEATTLE WA,Yellow Cab,41.0,885.9000000000001,519.5784,671238,25063,2,1,0,1,18176.0
2016-05-29,SILICON VALLEY,Pink Cab,32.48,458.18,328.048,1177609,27247,1,1,0,0,2027.0
2016-05-29,SILICON VALLEY,Yellow Cab,298.39,7859.64,3832.7028,1177609,27247,6,7,5,4,19269.727272727272
2016-05-29,TUCSON AZ,Pink Cab,2.16,33.97,23.976,631442,5712,1,0,0,1,3993.0
2016-05-29,TUCSON AZ,Yellow Cab,45.120000000000005,876.39,613.3248,631442,5712,1,1,1,1,15436.0
2016-05-29,WASHINGTON DC,Pink Cab,17.92,277.87,182.784,418859,127001,1,1,0,0,24377.0
2016-05-29,WASHINGTON DC,Yellow Cab,1395.73,28922.5,18365.6868,418859,127001,34,24,26,36,14975.366666666667
2016-05-30,ATLANTA GA,Pink Cab,18.0,187.97,207.0,814885,24701,0,1,1,0,24326.0
